iteration,rtt_ms,status,proc_ram_mb,proc_vsz_mb,proc_cpu_pct,sys_ram_pct,sys_cpu_pct
344,0.295,ok,38.562,2391.977,35.4,50.1,0.0
345,0.422,ok,38.562,2391.977,35.4,50.1,0.0
346,0.476,ok,38.562,2391.977,35.4,50.1,0.0
347,0.322,ok,38.562,2391.977,35.4,50.1,0.0
348,0.336,ok,38.562,2391.977,35.4,50.1,0.0
349,0.347,ok,38.562,2391.977,35.4,50.1,0.0
350,0.312,ok,38.562,2391.977,35.4,50.1,0.0
351,0.308,ok,38.562,2391.977,35.4,50.1,0.0
352,0.311,ok,38.562,2391.977,35.4,50.1,0.0
353,0.287,ok,38.562,2391.977,35.4,50.1,0.0
354,0.256,ok,38.562,2391.977,35.4,50.1,0.0
355,0.300,ok,38.562,2391.977,35.4,50.1,0.0
356,0.262,ok,38.562,2391.977,35.4,50.1,0.0
357,0.280,ok,38.562,2391.977,35.4,50.1,0.0
358,0.331,ok,38.562,2391.977,35.4,50.1,0.0
359,0.344,ok,38.562,2391.977,35.4,50.1,0.0
360,0.270,ok,38.562,2391.977,35.4,50.1,0.0
361,0.279,ok,38.562,2391.977,35.4,50.1,0.0
362,0.241,ok,38.562,2391.977,35.4,50.1,0.0
363,0.243,ok,38.562,2391.977,35.4,50.1,0.0
364,0.209,ok,38.562,2391.977,35.4,50.1,0.0
365,0.192,ok,38.562,2391.977,35.4,50.1,0.0
366,0.195,ok,38.562,2391.977,35.4,50.1,0.0
367,0.210,ok,38.562,2391.977,35.4,50.1,0.0
368,0.261,ok,38.562,2391.977,35.4,50.1,0.0
369,0.287,ok,38.562,2391.977,35.4,50.1,0.0
370,0.241,ok,38.562,2391.977,35.4,50.1,0.0
371,0.281,ok,38.562,2391.977,35.4,50.1,0.0
372,0.241,ok,38.562,2391.977,35.4,50.1,0.0
373,0.246,ok,38.562,2391.977,35.4,50.1,0.0
374,0.272,ok,38.562,2391.977,35.4,50.1,0.0
375,0.278,ok,38.562,2391.977,35.4,50.1,0.0
376,0.258,ok,38.562,2391.977,35.4,50.1,0.0
377,0.214,ok,38.562,2391.977,35.4,50.1,0.0
378,0.209,ok,38.562,2391.977,35.4,50.1,0.0
379,0.205,ok,38.562,2391.977,35.4,50.1,0.0
380,0.202,ok,38.562,2391.977,35.4,50.1,0.0
381,0.235,ok,38.562,2391.977,35.4,50.1,0.0
382,0.295,ok,38.562,2391.977,35.4,50.1,0.0
383,0.249,ok,38.562,2391.977,35.4,50.1,0.0
